servicePointId,readingType,variableId,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,version,readingsValue,primarySource,readingsSource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription,multiplier,deviceMaster,deviceDescription,deviceStatus,serial,accountNumber,servicePointTimeZone,connectionType,relationStartDate,relationEndDate,deviceType,brand,model
RegTest-sdp_id-rex-01,REGISTERS,kWh Delivered TierD,2,MAIN,,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kWh Delivered Total,2,MAIN,,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,144208,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kWh Received Total,2,MAIN,,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kW Delivered Total,2,MAIN,,2016-05-16 06:32:00,2016-05-16 06:32:00,,,96,,,,,,,92.176,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kWh Delivered TierA,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,74,,,,,,,99,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kW Delivered TierA,2,MAIN,,2011-05-16 06:40:00,2011-05-16 06:40:00,,,96,,,,,,,80,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kW Delivered TierB,2,MAIN,,2011-05-16 06:40:00,2011-05-16 06:40:00,,,96,,,,,,,82.19,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,kW Delivered TierC,2,MAIN,,2011-05-16 06:32:37,2011-05-16 06:32:37,,,96,,,,,,,95,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Demand Reset,2,MAIN,,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Demand Reset,2,MAIN,,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Demand Reset,2,MAIN,,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-coll-changed,REGISTERS,kWh Delivered,1,MAIN,,,,,,74,,,,,,,11461.6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,2011-03-15 22:42:42,,Electric meter,Elster,A3 Collector
RegTest-sdp_id-coll-changed,REGISTERS,kWh Delivered,1,MAIN,,,,,,74,,,,,,,11461.6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,2011-03-15 22:42:42,,Electric meter,Elster,A3 Collector
RegTest-sdp_id-coll-changed,EVENTS,Outage count,1,MAIN,,2011-05-16 06:32:59,2011-05-16 06:32:59,,,99,,,,,,,48,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,2011-03-15 22:42:42,,Electric meter,Elster,A3 Collector
RegTest-sdp_id-coll-changed,EVENTS,Outage count,1,MAIN,,2011-05-16 06:32:59,2011-05-16 06:32:59,,,99,,,,,,,48,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,2011-03-15 22:42:42,,Electric meter,Elster,A3 Collector
RegTest-sdp_id-rex-01,EVENTS,Outage count,2,MAIN,,2011-05-16 06:32:00,2011-05-16 06:32:00,,,99,,,,,,,15,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,Reverse energy summary,2,MAIN,,,,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,REGISTERS,Reverse energy summary,2,MAIN,,,,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude1,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-24,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude2,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-23,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude3,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-29,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude4,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-44,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude5,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-43,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude6,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-49,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude7,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-64,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude8,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-63,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude9,2,MAIN,,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-69,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude10,2,MAIN,,2011-05-05 12:42:20,2011-05-05 12:42:20,,,70,,,,,,,-84,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude11,2,MAIN,,2011-05-05 12:42:20,2011-05-05 12:42:20,,,70,,,,,,,-83,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude12,2,MAIN,,2011-05-05 12:42:20,2011-05-05 12:42:20,,,70,,,,,,,-89,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,EVENTS,Magnitude99,2,MAIN,,2011-04-16 21:48:08,2011-04-16 21:48:08,,,70,,,,,,,-89,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 09:30:00,2011-03-25 09:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 09:45:00,2011-03-25 09:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:00:00,2011-03-25 10:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:15:00,2011-03-25 10:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:30:00,2011-03-25 10:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:45:00,2011-03-25 10:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:00:00,2011-03-25 11:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:15:00,2011-03-25 11:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:30:00,2011-03-25 11:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 11:45:00,2011-03-25 11:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:00:00,2011-03-25 12:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 12:15:00,2011-03-25 12:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 13:00:00,2011-03-25 13:00:00,,1,74,1,2,32,15,1,Original,2.02,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 15:00:00,2011-03-25 15:00:00,,1,74,2,4,9,15,1,Original,1.75,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 16:00:00,2011-03-25 16:00:00,,1,74,2,4,9,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 13:00:00,2011-03-25 13:00:00,,1,74,1,2,32,15,1,Original,2.02,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 15:00:00,2011-03-25 15:00:00,,1,74,2,4,9,15,1,Original,1.75,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 16:00:00,2011-03-25 16:00:00,,1,74,2,4,9,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 09:30:00,2011-03-25 09:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 09:45:00,2011-03-25 09:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:00:00,2011-03-25 10:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:15:00,2011-03-25 10:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:30:00,2011-03-25 10:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
RegTest-sdp_id-rex-01,LOAD PROFILE READING,kWh Delivered,2,MAIN,,2011-03-25 10:45:00,2011-03-25 10:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,2011-03-15 22:44:23,,Electric meter,Elster,REX
