variableId,servicePointId,readingType,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,version,readingsValue,primarySource,readingsSource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription,multiplier,deviceMaster,deviceDescription,deviceStatus,serial,accountNumber,servicePointTimeZone,connectionType,relationEndDate,deviceType,brand,model,result_rD,relationStartDate,result_sPV,toStock,lastReadDate
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 16:45:00,2011-03-25 11:45:00,2011-03-25 11:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:00:00,2011-03-25 12:00:00,2011-03-25 12:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:15:00,2011-03-25 12:15:00,2011-03-25 12:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 18:00:00,2011-03-25 13:00:00,2011-03-25 13:00:00,,1,74,1,2,32,15,1,Original,2.02,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 20:00:00,2011-03-25 15:00:00,2011-03-25 15:00:00,,1,74,2,4,9,15,1,Original,1.75,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 21:00:00,2011-03-25 16:00:00,2011-03-25 16:00:00,,1,74,2,4,9,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 18:00:00,2011-03-25 13:00:00,2011-03-25 13:00:00,,1,74,1,2,32,15,1,Original,2.02,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 20:00:00,2011-03-25 15:00:00,2011-03-25 15:00:00,,1,74,2,4,9,15,1,Original,1.75,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 21:00:00,2011-03-25 16:00:00,2011-03-25 16:00:00,,1,74,2,4,9,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 14:30:00,2011-03-25 09:30:00,2011-03-25 09:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 14:45:00,2011-03-25 09:45:00,2011-03-25 09:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 15:00:00,2011-03-25 10:00:00,2011-03-25 10:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 15:15:00,2011-03-25 10:15:00,2011-03-25 10:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 15:30:00,2011-03-25 10:30:00,2011-03-25 10:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 15:45:00,2011-03-25 10:45:00,2011-03-25 10:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 16:00:00,2011-03-25 11:00:00,2011-03-25 11:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 16:15:00,2011-03-25 11:15:00,2011-03-25 11:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 16:30:00,2011-03-25 11:30:00,2011-03-25 11:30:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 16:45:00,2011-03-25 11:45:00,2011-03-25 11:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:00:00,2011-03-25 12:00:00,2011-03-25 12:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:15:00,2011-03-25 12:15:00,2011-03-25 12:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:30:00,2011-03-25 12:30:00,2011-03-25 12:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-25 17:45:00,2011-03-25 12:45:00,2011-03-25 12:45:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-26 06:00:00,2011-03-26 01:00:00,2011-03-26 01:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-26 06:15:00,2011-03-26 01:15:00,2011-03-26 01:15:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-26 06:30:00,2011-03-26 01:30:00,2011-03-26 01:30:00,,1,74,,,,15,1,Original,2.31,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered,RegTest-sdp_id-rex-01,LOAD PROFILE READING,2,MAIN,2011-03-26 07:00:00,2011-03-26 02:00:00,2011-03-26 02:00:00,,1,74,,,,15,1,Original,2.3,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
Magnitude3,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-29,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered Total,RegTest-sdp_id-coll-changed,REGISTERS,1,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,96,,,,,,,92.176,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered Total,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,144208,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Magnitude12,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:20,2011-05-05 12:42:20,2011-05-05 12:42:20,,,70,,,,,,,-89,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Outage count,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,99,,,,,,,15,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered,RegTest-sdp_id-coll-changed,REGISTERS,1,MAIN,,,,,,74,,,,,,,11461.6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered,RegTest-sdp_id-coll-changed,REGISTERS,1,MAIN,,,,,,74,,,,,,,11461.6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'0.01'},1,collector reserved for regression test-changed,ENABLE,12580743,RegTest12345-changed,11,TCP/Ethernet,,Electric meter,Elster,A3 Collector,false,2011-03-15 22:42:42,true,true,2020-07-07T12:22:43.611010Z
Service Momentary Outage Count,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,6,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,73,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Communications Elapsed time for pass-through operation (msec),RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,70,,,,,1,Original,1482,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,83,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
Magnitude6,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-05 17:42:24,2011-05-05 12:42:24,2011-05-05 12:42:24,,,70,,,,,,,-49,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kWh Delivered TierA,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kWh Delivered TierA,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,74,,,,,,,99,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Demand Reset,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-09 08:55:00,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Demand Reset,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-09 08:55:00,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
Demand Reset,RegTest-sdp_id-rex-01,EVENTS,2,MAIN,2011-05-09 08:55:00,2011-05-09 03:55:00,2011-05-09 03:55:00,,,70,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':''},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered TierB,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:40:00,2011-05-16 06:40:00,2011-05-16 06:40:00,,,96,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered TierB,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:40:00,2011-05-16 06:40:00,2011-05-16 06:40:00,,,96,,,,,,,82.19,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kWh Received Total,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:00,2011-05-16 06:32:00,2011-05-16 06:32:00,,,74,,,,,,,0,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered TierA,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:40:00,2011-05-16 06:40:00,2011-05-16 06:40:00,,,96,,,,,,,80,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,true,true,2020-07-07T12:22:43.611010Z
kW Delivered TierC,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,96,,,,,,,92.176,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
kW Delivered TierC,RegTest-sdp_id-rex-01,REGISTERS,2,MAIN,2011-05-16 11:32:37,2011-05-16 06:32:37,2011-05-16 06:32:37,,,96,,,,,,,95,Remoto,AMRDEF,PRIMEREAD,amrdef-test,Activo,,,,,'MultiplierValues':{'ke':'1'},1,rex meter reserved for Regression test,ENABLE,11118188,RegTest12345,11,_MediaType,,Electric meter,Elster,REX,false,2011-03-15 22:44:23,false,false,
